locus_tag,accession,start,end,strand,gene_name,old_locus_tag,gene_product,ncbi_protein
SAOUHSC_01778,NC_007795.1,1677874.0,1679136.0,-,clpX,,ATP-dependent protease ATP-binding subunit ClpX,YP_500283.1
SAOUHSC_01779,NC_007795.1,1679287.0,1680588.0,-,tig,,trigger factor,YP_500284.1
SAOUHSC_01780,NC_007795.1,1680636.0,1680746.0,-,,,hypothetical protein,YP_500285.1
SAOUHSC_01781,NC_007795.1,1680751.0,1681680.0,-,,,hypothetical protein,YP_500286.1
SAOUHSC_01782,NC_007795.1,1681699.0,1682307.0,-,,,hypothetical protein,YP_500287.1
SAOUHSC_01783,NC_007795.1,1682384.0,1682485.0,+,,,hypothetical protein,YP_500288.1
SAOUHSC_01784,NC_007795.1,1682449.0,1682805.0,-,rplT,,50S ribosomal protein L20,YP_500289.1
SAOUHSC_01785,NC_007795.1,1682852.0,1683052.0,-,rpmI,,50S ribosomal protein L35,YP_500290.1
SAOUHSC_01786,NC_007795.1,1683081.0,1683608.0,-,infC,,translation initiation factor IF-3,YP_500291.1
SAOUHSC_01787,NC_007795.1,1683837.0,1685330.0,-,,,hypothetical protein,YP_500292.1
SAOUHSC_01788,NC_007795.1,1685756.0,1687693.0,-,thrS,,threonyl-tRNA synthetase,YP_500293.1
SAOUHSC_01789,NC_007795.1,1687891.0,1688013.0,-,,,hypothetical protein,YP_500294.1
SAOUHSC_01791,NC_007795.1,1688106.0,1689026.0,-,,,primosomal protein DnaI,YP_500295.1
SAOUHSC_01792,NC_007795.1,1689026.0,1690426.0,-,,,hypothetical protein,YP_500296.1
SAOUHSC_01793,NC_007795.1,1690427.0,1690897.0,-,nrdR,,transcriptional regulator NrdR,YP_500297.1
SAOUHSC_01794,NC_007795.1,1691107.0,1692132.0,-,,,glyceraldehyde 3-phosphate dehydrogenase 2,YP_500298.1
SAOUHSC_01795,NC_007795.1,1692302.0,1692925.0,-,coaE,,dephospho-CoA kinase,YP_500299.1
SAOUHSC_01796,NC_007795.1,1692941.0,1693813.0,-,,,formamidopyrimidine-DNA glycosylase,YP_500300.1
SAOUHSC_01797,NC_007795.1,1693829.0,1696459.0,-,,,DNA polymerase I,YP_500301.1
SAOUHSC_01798,NC_007795.1,1696753.0,1698240.0,-,,,hypothetical protein,YP_500302.1
SAOUHSC_01799,NC_007795.1,1698739.0,1700400.0,-,,,histidine kinase,YP_500303.1
SAOUHSC_01800,NC_007795.1,1700400.0,1701104.0,-,,,alkaline phosphatase synthesis transcriptional regulatory protein,YP_500304.1
SAOUHSC_01801,NC_007795.1,1701494.0,1702762.0,-,,,isocitrate dehydrogenase,YP_500306.1
SAOUHSC_01802,NC_007795.1,1702811.0,1703668.0,-,,,hypothetical protein,YP_500307.1
SAOUHSC_01803,NC_007795.1,1704280.0,1705641.0,+,,,hypothetical protein,YP_500308.1
SAOUHSC_01806,NC_007795.1,1707966.0,1709723.0,-,,,pyruvate kinase,YP_500311.1
SAOUHSC_01807,NC_007795.1,1709745.0,1710668.0,-,,,6-phosphofructokinase,YP_500312.1
SAOUHSC_01808,NC_007795.1,1710982.0,1711926.0,-,,,acetyl-CoA carboxylase carboxyltransferase subunit alpha,YP_500313.1
SAOUHSC_01809,NC_007795.1,1711926.0,1712783.0,-,,,acetyl-CoA carboxylase carboxyltransferase subunit beta,YP_500314.1
SAOUHSC_01810,NC_007795.1,1712978.0,1714207.0,-,,,NADP-dependent malic enzyme,YP_500315.1
SAOUHSC_01811,NC_007795.1,1714657.0,1717854.0,-,,,DNA polymerase III subunit alpha superfamily protein,YP_500316.1
SAOUHSC_01812,NC_007795.1,1717875.0,1718816.0,-,,,hypothetical protein,YP_500317.1
SAOUHSC_01813,NC_007795.1,1719077.0,1720375.0,-,,,hypothetical protein,YP_500318.1
SAOUHSC_01814,NC_007795.1,1720580.0,1720993.0,+,,,hypothetical protein,YP_500319.1
SAOUHSC_01815,NC_007795.1,1721298.0,1721987.0,-,,,metal-dependent hydrolase,YP_500320.1
SAOUHSC_01816,NC_007795.1,1722162.0,1723217.0,+,,,hypothetical protein,YP_500321.1
SAOUHSC_01817,NC_007795.1,1723311.0,1723409.0,-,,,hypothetical protein,YP_500322.1
SAOUHSC_01818,NC_007795.1,1723533.0,1724651.0,-,,,alanine dehydrogenase,YP_500323.1
SAOUHSC_01819,NC_007795.1,1724792.0,1725292.0,+,,,hypothetical protein,YP_500324.1
SAOUHSC_01820,NC_007795.1,1725538.0,1726740.0,-,,,acetate kinase,YP_500325.1
SAOUHSC_01821,NC_007795.1,1726828.0,1727775.0,-,,,hypothetical protein,YP_500326.1
SAOUHSC_01822,NC_007795.1,1727898.0,1728392.0,-,tpx,,2-Cys peroxiredoxin,YP_500327.1
SAOUHSC_01823,NC_007795.1,1728490.0,1729260.0,-,,,hypothetical protein,YP_500328.1
SAOUHSC_01824,NC_007795.1,1729304.0,1730527.0,-,,,thiamine biosynthesis protein ThiI,YP_500329.1
SAOUHSC_01825,NC_007795.1,1730527.0,1731675.0,-,,,hypothetical protein,YP_500330.1
SAOUHSC_01826,NC_007795.1,1731824.0,1731964.0,+,,,hypothetical protein,YP_500331.1
SAOUHSC_01827,NC_007795.1,1732038.0,1733732.0,-,,,septation ring formation regulator EzrA,YP_500332.1
SAOUHSC_01828,NC_007795.1,1733869.0,1734333.0,+,,,GAF domain-containing protein,YP_500333.1
SAOUHSC_01829,NC_007795.1,1734577.0,1735179.0,+,rpsD,,30S ribosomal protein S4,YP_500334.1
SAOUHSC_01830,NC_007795.1,1735395.0,1736138.0,-,,,hypothetical protein,YP_500336.1
SAOUHSC_01831,NC_007795.1,1736218.0,1736664.0,+,,,hypothetical protein,YP_500337.1
SAOUHSC_01832,NC_007795.1,1736778.0,1737938.0,+,,,hypothetical protein,YP_500338.1
SAOUHSC_01833,NC_007795.1,1737925.0,1739529.0,+,,,D-3-phosphoglycerate dehydrogenase,YP_500339.1
SAOUHSC_01834,NC_007795.1,1739623.0,1739718.0,+,,,hypothetical protein,YP_500340.1
SAOUHSC_01835,NC_007795.1,1739679.0,1740809.0,-,,,hypothetical protein,YP_500341.1
SAOUHSC_01836,NC_007795.1,1740916.0,1742382.0,-,,,hypothetical protein,YP_500342.1
SAOUHSC_01837,NC_007795.1,1742510.0,1743127.0,-,,,1-acyl-sn-glycerol-3-phosphate acyltransferase domain-containing protein,YP_500343.1
SAOUHSC_01838,NC_007795.1,1743299.0,1744573.0,+,,,hypothetical protein,YP_500344.1
SAOUHSC_01839,NC_007795.1,1744667.0,1745929.0,-,,,tyrosyl-tRNA synthetase,YP_500345.1
SAOUHSC_01840,NC_007795.1,1746311.0,1747216.0,+,,,transglycosylase domain-containing protein,YP_500346.1
SAOUHSC_01841,NC_007795.1,1747196.0,1747288.0,-,,,hypothetical protein,YP_500347.1
SAOUHSC_01843,NC_007795.1,1747419.0,1750106.0,-,,,hypothetical protein,YP_500348.1
SAOUHSC_01844,NC_007795.1,1750105.0,1750194.0,+,,,hypothetical protein,YP_500349.1
SAOUHSC_01845,NC_007795.1,1750440.0,1752107.0,-,,,formate--tetrahydrofolate ligase,YP_500350.1
SAOUHSC_01846,NC_007795.1,1752547.0,1754253.0,-,,,acetate--CoA ligase,YP_500351.1
SAOUHSC_01847,NC_007795.1,1754422.0,1755054.0,+,,,hypothetical protein,YP_500352.1
SAOUHSC_01849,NC_007795.1,1755079.0,1756248.0,+,,,acetoin utilization protein AcuC,YP_500353.1
SAOUHSC_01850,NC_007795.1,1756346.0,1757335.0,-,,,catabolite control protein A,YP_500354.1
SAOUHSC_01851,NC_007795.1,1757408.0,1757521.0,-,,,hypothetical protein,YP_500355.1
SAOUHSC_01852,NC_007795.1,1757875.0,1758966.0,-,,,bifunctional 3-deoxy-7-phosphoheptulonate synthase/chorismate mutase,YP_500356.1
SAOUHSC_01853,NC_007795.1,1759427.0,1759531.0,-,,,hypothetical protein,YP_500357.1
SAOUHSC_01854,NC_007795.1,1759666.0,1761183.0,-,,,hypothetical protein,YP_500358.1
SAOUHSC_01855,NC_007795.1,1761257.0,1761748.0,-,,,hypothetical protein,YP_500359.1
SAOUHSC_01856,NC_007795.1,1761822.0,1763135.0,-,murC,,UDP-N-acetylmuramate--L-alanine ligase,YP_500360.1
SAOUHSC_01857,NC_007795.1,1763159.0,1766983.0,-,,,hypothetical protein,YP_500361.1
SAOUHSC_01858,NC_007795.1,1767004.0,1767600.0,-,,,hypothetical protein,YP_500362.1
SAOUHSC_01859,NC_007795.1,1767629.0,1768486.0,-,,,hypothetical protein,YP_500363.1
SAOUHSC_01860,NC_007795.1,1768586.0,1768897.0,-,,,hypothetical protein,YP_500364.1
SAOUHSC_01861,NC_007795.1,1768962.0,1770038.0,-,,,hypothetical protein,YP_500365.1
SAOUHSC_01863,NC_007795.1,1770125.0,1770436.0,+,,,hypothetical protein,YP_500366.1
SAOUHSC_01864,NC_007795.1,1770561.0,1771403.0,-,,,hypothetical protein,YP_500367.1
SAOUHSC_01865,NC_007795.1,1771873.0,1772517.0,-,trmB,,tRNA (guanine-N(7)-)-methyltransferase,YP_500368.1
SAOUHSC_01866,NC_007795.1,1772532.0,1773257.0,-,,,hypothetical protein,YP_500369.1
SAOUHSC_01867,NC_007795.1,1773873.0,1774721.0,-,,,D-alanine aminotransferase,YP_500370.1
SAOUHSC_01868,NC_007795.1,1774725.0,1776134.0,-,,,dipeptidase PepV,YP_500371.1
SAOUHSC_01869,NC_007795.1,1776998.0,1777420.0,-,,,hypothetical protein,YP_500372.1
SAOUHSC_01870,NC_007795.1,1777437.0,1778132.0,-,,,16S rRNA pseudouridine(516) synthase,YP_500373.1
SAOUHSC_01871,NC_007795.1,1778129.0,1779790.0,-,,,polysaccharide biosynthesis protein,YP_500374.1
SAOUHSC_01872,NC_007795.1,1780197.0,1781465.0,+,,,hypothetical protein,YP_500375.1
SAOUHSC_01873,NC_007795.1,1781582.0,1788142.0,-,,,hypothetical protein,YP_500376.1
SAOUHSC_01874,NC_007795.1,1788485.0,1788796.0,-,,,hypothetical protein,YP_500377.1
SAOUHSC_01875,NC_007795.1,1788818.0,1791235.0,-,leuS,,leucyl-tRNA synthetase,YP_500378.1
SAOUHSC_01876,NC_007795.1,1791523.0,1792704.0,-,,,hypothetical protein,YP_500379.1
SAOUHSC_01877,NC_007795.1,1792814.0,1793767.0,+,,,hypothetical protein,YP_500380.1
SAOUHSC_01878,NC_007795.1,1793764.0,1794327.0,+,,,hypothetical protein,YP_500381.1
SAOUHSC_01879,NC_007795.1,1794447.0,1794848.0,-,,,virulence factor regulator protein,YP_500382.1
SAOUHSC_01882,NC_007795.1,1796427.0,1797254.0,-,,,hypothetical protein,YP_500385.1
SAOUHSC_01883,NC_007795.1,1797257.0,1797376.0,-,,,hypothetical protein,YP_500386.1
SAOUHSC_01884,NC_007795.1,1797488.0,1798489.0,+,,,hypothetical protein,YP_500387.1
SAOUHSC_01886,NC_007795.1,1798611.0,1799075.0,-,ribH,,6%2C7-dimethyl-8-ribityllumazine synthase,YP_500388.1
SAOUHSC_01887,NC_007795.1,1799088.0,1800269.0,-,,,riboflavin biosynthesis protein,YP_500389.1
SAOUHSC_01888,NC_007795.1,1800280.0,1800912.0,-,,,riboflavin synthase subunit alpha,YP_500390.1
SAOUHSC_01889,NC_007795.1,1800919.0,1801923.0,-,,,riboflavin biosynthesis protein RibD,YP_500391.1
SAOUHSC_01890,NC_007795.1,1802443.0,1803945.0,-,,,hypothetical protein,YP_500392.1
SAOUHSC_01891,NC_007795.1,1804468.0,1804782.0,+,,,arsenate operon regulator,YP_500393.1
SAOUHSC_01893,NC_007795.1,1804782.0,1806074.0,+,,,Ars family arsenical pump,YP_500394.1
SAOUHSC_01894,NC_007795.1,1806092.0,1806487.0,+,,,arsenate reductase,YP_500395.1
SAOUHSC_01895,NC_007795.1,1806782.0,1807636.0,-,,,hypothetical protein,YP_500396.1
SAOUHSC_01896,NC_007795.1,1807912.0,1808136.0,-,,,hypothetical protein,YP_500397.1
SAOUHSC_01897,NC_007795.1,1808335.0,1808805.0,+,,,hypothetical protein,YP_500398.1
SAOUHSC_01898,NC_007795.1,1808918.0,1809361.0,+,,,hypothetical protein,YP_500399.1
SAOUHSC_01899,NC_007795.1,1809348.0,1809791.0,-,,,hypothetical protein,YP_500400.1
SAOUHSC_01900,NC_007795.1,1810087.0,1810722.0,+,,,hypothetical protein,YP_500401.1
SAOUHSC_01901,NC_007795.1,1811162.0,1811875.0,-,,,putative translaldolase,YP_500402.1
SAOUHSC_01902,NC_007795.1,1812135.0,1812437.0,+,,,hypothetical protein,YP_500403.1
SAOUHSC_01903,NC_007795.1,1812693.0,1813058.0,+,,,camphor resistance protein CrcB,YP_500404.1
SAOUHSC_01904,NC_007795.1,1813055.0,1813408.0,+,,,hypothetical protein,YP_500405.1
SAOUHSC_01907,NC_007795.1,1815492.0,1816325.0,-,,,hypothetical protein,YP_500408.1
SAOUHSC_01908,NC_007795.1,1816537.0,1817445.0,-,,,hypothetical protein,YP_500409.1
SAOUHSC_01909,NC_007795.1,1817570.0,1818763.0,-,,,S-adenosylmethionine synthetase,YP_500410.1
SAOUHSC_01910,NC_007795.1,1819134.0,1820726.0,+,,,phosphoenolpyruvate carboxykinase,YP_500411.1
SAOUHSC_01911,NC_007795.1,1820862.0,1821347.0,-,,,IS200 family transposase,YP_500412.1
SAOUHSC_01912,NC_007795.1,1821722.0,1822468.0,-,,,hypothetical protein,YP_500413.1
SAOUHSC_01913,NC_007795.1,1822473.0,1822946.0,-,,,hypothetical protein,YP_500414.1
SAOUHSC_01914,NC_007795.1,1823012.0,1823269.0,+,,,hypothetical protein,YP_500415.1
SAOUHSC_01915,NC_007795.1,1823266.0,1824267.0,-,,,hypothetical protein,YP_500416.1
SAOUHSC_01916,NC_007795.1,1824272.0,1825750.0,-,,,2-succinylbenzoate-CoA ligase,YP_500417.1
SAOUHSC_01917,NC_007795.1,1825909.0,1826364.0,-,,,hypothetical protein,YP_500418.1
SAOUHSC_01918,NC_007795.1,1826667.0,1827317.0,+,,,hypothetical protein,YP_500419.1
SAOUHSC_01919,NC_007795.1,1827398.0,1828393.0,+,,,hypothetical protein,YP_500420.1
SAOUHSC_01920,NC_007795.1,1828469.0,1829095.0,+,,,hypothetical protein,YP_500421.1
SAOUHSC_01921,NC_007795.1,1829136.0,1829480.0,+,,,hypothetical protein,YP_500422.1
SAOUHSC_01922,NC_007795.1,1829578.0,1830129.0,+,,,hypothetical protein,YP_500423.1
SAOUHSC_01923,NC_007795.1,1830347.0,1830988.0,-,,,hypothetical protein,YP_500424.1
SAOUHSC_01924,NC_007795.1,1831102.0,1831287.0,-,,,hypothetical protein,YP_500425.1
SAOUHSC_01925,NC_007795.1,1831289.0,1831465.0,-,,,hypothetical protein,YP_500426.1
SAOUHSC_01926,NC_007795.1,1831476.0,1831859.0,-,,,hypothetical protein,YP_500427.1
SAOUHSC_01928,NC_007795.1,1832463.0,1832606.0,-,,,transposase family protein,YP_500429.1
SAOUHSC_01929,NC_007795.1,1833027.0,1833128.0,+,,,hypothetical protein,YP_500430.1
SAOUHSC_01930,NC_007795.1,1833476.0,1833835.0,-,,,hypothetical protein,YP_500431.1
SAOUHSC_01931,NC_007795.1,1834373.0,1838485.0,-,,,hypothetical protein,YP_500432.1
SAOUHSC_01932,NC_007795.1,1839335.0,1840534.0,-,,,type I restriction-modification system subunit S,YP_500433.1
SAOUHSC_01933,NC_007795.1,1840527.0,1842266.0,-,,,type I restriction-modification system subunit M,YP_500434.1
SAOUHSC_01934,NC_007795.1,1842247.0,1842381.0,-,,,hypothetical protein,YP_500435.1
SAOUHSC_01935,NC_007795.1,1842446.0,1843165.0,-,,,serine protease SplF,YP_500436.1
SAOUHSC_01936,NC_007795.1,1843316.0,1844032.0,-,,,serine protease SplE,YP_500437.1
SAOUHSC_01937,NC_007795.1,1844134.0,1844241.0,+,,,hypothetical protein,YP_500438.1
SAOUHSC_01938,NC_007795.1,1844190.0,1844909.0,-,,,serine protease SplD,YP_500439.1
SAOUHSC_01939,NC_007795.1,1845030.0,1845749.0,-,,,serine protease SplC,YP_500440.1
SAOUHSC_01941,NC_007795.1,1845807.0,1846529.0,-,,,serine protease SplB,YP_500441.1
SAOUHSC_01942,NC_007795.1,1846654.0,1847361.0,-,,,serine protease SplA,YP_500442.1
SAOUHSC_01944,NC_007795.1,1848325.0,1848891.0,+,,,hypothetical protein,YP_500444.1
SAOUHSC_01945,NC_007795.1,1849365.0,1850063.0,-,,,hypothetical protein,YP_500445.1
SAOUHSC_01947,NC_007795.1,1850060.0,1850821.0,-,,,hypothetical protein,YP_500446.1
SAOUHSC_01948,NC_007795.1,1850818.0,1851510.0,-,,,ABC transporter,YP_500447.1
SAOUHSC_01949,NC_007795.1,1851533.0,1852906.0,-,,,intracellular serine protease,YP_500448.1
SAOUHSC_01950,NC_007795.1,1852916.0,1853434.0,-,,,flavoprotein EpiD,YP_500449.1
SAOUHSC_01951,NC_007795.1,1853450.0,1854694.0,-,,,epidermin biosynthesis protein EpiC,YP_500450.1
SAOUHSC_01952,NC_007795.1,1854687.0,1857680.0,-,,,lantibiotic epidermin biosynthesis protein EpiB,YP_500451.1
SAOUHSC_01953,NC_007795.1,1857745.0,1857888.0,-,,,gallidermin superfamily epiA protein,YP_500452.1
SAOUHSC_01954,NC_007795.1,1859010.0,1859993.0,-,,,leukotoxin LukD,YP_500453.1
SAOUHSC_01955,NC_007795.1,1859995.0,1860900.0,-,,,leukotoxin LukE,YP_500454.1
SAOUHSC_01956,NC_007795.1,1861729.0,1862268.0,+,,,hypothetical protein,YP_500455.1
SAOUHSC_01957,NC_007795.1,1862281.0,1863069.0,+,,,hypothetical protein,YP_500456.1
SAOUHSC_01958,NC_007795.1,1865526.0,1866080.0,-,,,hypothetical protein,YP_500457.1
SAOUHSC_01960,NC_007795.1,1866403.0,1867803.0,-,,,protoporphyrinogen oxidase,YP_500459.1
SAOUHSC_01961,NC_007795.1,1867827.0,1868750.0,-,hemH,,ferrochelatase,YP_500460.1
SAOUHSC_01962,NC_007795.1,1868808.0,1869845.0,-,hemE,,uroporphyrinogen decarboxylase,YP_500461.1
SAOUHSC_01963,NC_007795.1,1869835.0,1869945.0,-,,,hypothetical protein,YP_500462.1
SAOUHSC_01964,NC_007795.1,1870108.0,1870611.0,+,,,hypothetical protein,YP_500463.1
SAOUHSC_01966,NC_007795.1,1870735.0,1871958.0,-,,,hypothetical protein,YP_500464.1
SAOUHSC_01967,NC_007795.1,1871951.0,1872691.0,-,,,ABC transporter ATP-binding protein,YP_500465.1
SAOUHSC_01968,NC_007795.1,1872825.0,1873247.0,+,,,hypothetical protein,YP_500466.1
SAOUHSC_01969,NC_007795.1,1873389.0,1873754.0,+,,,hypothetical protein,YP_500467.1
SAOUHSC_01971,NC_007795.1,1874487.0,1875044.0,+,,,hypothetical protein,YP_500468.1
SAOUHSC_01972,NC_007795.1,1875249.0,1876211.0,+,,,protein export protein PrsA,YP_500469.1
SAOUHSC_01973,NC_007795.1,1876332.0,1877273.0,-,,,3'-5' exoribonuclease YhaM,YP_500470.1
SAOUHSC_01974,NC_007795.1,1877270.0,1880206.0,-,,,hypothetical protein,YP_500471.1
SAOUHSC_01975,NC_007795.1,1880196.0,1881392.0,-,,,hypothetical protein,YP_500472.1
SAOUHSC_01976,NC_007795.1,1881683.0,1881781.0,-,,,hypothetical protein,YP_500473.1
SAOUHSC_01977,NC_007795.1,1882164.0,1882508.0,-,,,hypothetical protein,YP_500474.1
SAOUHSC_01978,NC_007795.1,1882577.0,1883701.0,-,,,hypothetical protein,YP_500475.1
SAOUHSC_01979,NC_007795.1,1883880.0,1884344.0,-,,,hypothetical protein,YP_500476.1
SAOUHSC_01980,NC_007795.1,1884700.0,1885323.0,-,,,DNA-binding response regulator,YP_500477.1
SAOUHSC_01981,NC_007795.1,1885345.0,1886457.0,-,,,sensor histidine kinase,YP_500478.1
SAOUHSC_01982,NC_007795.1,1886620.0,1887441.0,+,,,ribosomal large subunit pseudouridine synthase D,YP_500479.1
SAOUHSC_01983,NC_007795.1,1887904.0,1889289.0,-,fumC,,fumarate hydratase,YP_500480.1
SAOUHSC_01984,NC_007795.1,1889485.0,1889880.0,-,,,hypothetical protein,YP_500481.1
SAOUHSC_01985,NC_007795.1,1889999.0,1890361.0,+,,,hypothetical protein,YP_500482.1
SAOUHSC_01986,NC_007795.1,1890657.0,1890809.0,-,,,hypothetical protein,YP_500483.1
SAOUHSC_01987,NC_007795.1,1890834.0,1891433.0,-,,,hypothetical protein,YP_500484.1
SAOUHSC_01988,NC_007795.1,1891592.0,1892062.0,-,,,hypothetical protein,YP_500485.1
SAOUHSC_01989,NC_007795.1,1892067.0,1893209.0,-,,,hypothetical protein,YP_500486.1
SAOUHSC_01990,NC_007795.1,1893345.0,1894073.0,-,,,amino acid ABC transporter ATP-binding protein,YP_500487.1
SAOUHSC_01991,NC_007795.1,1894060.0,1895517.0,-,,,ABC transporter permease,YP_500488.1
SAOUHSC_01992,NC_007795.1,1895775.0,1896836.0,-,,,PTS system transporter subunit IIC domain-containing protein,YP_500489.1
SAOUHSC_01997,NC_007795.1,1907224.0,1907670.0,-,,,ferric uptake regulator-like protein,YP_500494.1
SAOUHSC_01998,NC_007795.1,1907767.0,1908717.0,-,,,hypothetical protein,YP_500495.1
SAOUHSC_01999,NC_007795.1,1908723.0,1909178.0,-,,,hypothetical protein,YP_500496.1
SAOUHSC_02000,NC_007795.1,1909259.0,1910548.0,+,,,glutamate-1-semialdehyde aminotransferase,YP_500497.2
SAOUHSC_02001,NC_007795.1,1910892.0,1911935.0,+,,,hypothetical protein,YP_500498.1
SAOUHSC_02002,NC_007795.1,1912025.0,1912117.0,-,,,hypothetical protein,YP_500499.1
SAOUHSC_02003,NC_007795.1,1912126.0,1913862.0,-,,,ABC transporter ATP-binding/permease,YP_500500.1
SAOUHSC_02004,NC_007795.1,1914153.0,1914695.0,-,,,hypothetical protein,YP_500501.1
SAOUHSC_02005,NC_007795.1,1914997.0,1916034.0,-,,,A/G-specific adenine glycosylase,YP_500502.1
SAOUHSC_02006,NC_007795.1,1916186.0,1917163.0,+,,,hypothetical protein,YP_500503.1
SAOUHSC_02008,NC_007795.1,1917424.0,1918260.0,-,,,hypothetical protein,YP_500505.1
SAOUHSC_02009,NC_007795.1,1918269.0,1919786.0,-,,,hypothetical protein,YP_500506.1
SAOUHSC_02010,NC_007795.1,1919801.0,1920091.0,-,,,hypothetical protein,YP_500507.1
SAOUHSC_02011,NC_007795.1,1920093.0,1920911.0,-,recX,,recombination regulator RecX,YP_500508.1
SAOUHSC_02012,NC_007795.1,1921172.0,1921981.0,-,,,glycosyltransferase,YP_500509.1
SAOUHSC_02013,NC_007795.1,1922322.0,1922837.0,-,,,hypothetical protein,YP_500510.1
SAOUHSC_02014,NC_007795.1,1922968.0,1923129.0,-,,,hypothetical protein,YP_500511.1
SAOUHSC_02015,NC_007795.1,1923456.0,1923557.0,+,,,hypothetical protein,YP_500512.1
SAOUHSC_02016,NC_007795.1,1923883.0,1924083.0,-,,,hypothetical protein,YP_500513.1
SAOUHSC_02017,NC_007795.1,1924070.0,1924180.0,-,,,hypothetical protein,YP_500514.1
SAOUHSC_02018,NC_007795.1,1924251.0,1924403.0,-,,,hypothetical protein,YP_500515.1
SAOUHSC_02019,NC_007795.1,1924647.0,1926092.0,-,,,autolysin,YP_500516.1
SAOUHSC_02020,NC_007795.1,1926073.0,1926510.0,-,,,holin,YP_500517.1
SAOUHSC_02021,NC_007795.1,1926566.0,1926961.0,-,,,phi ETA orf 63-like protein,YP_500518.1
SAOUHSC_02022,NC_007795.1,1926967.0,1928139.0,-,,,phage tail fiber protein,YP_500519.1
SAOUHSC_02023,NC_007795.1,1928152.0,1930050.0,-,,,bifunctional autolysin,YP_500520.1
SAOUHSC_02025,NC_007795.1,1930187.0,1930486.0,-,,,phi SLT orf 99-like protein,YP_500521.1
SAOUHSC_02026,NC_007795.1,1930526.0,1930699.0,-,,,phi ETA orf 58-like protein,YP_500522.1
SAOUHSC_02027,NC_007795.1,1930703.0,1931080.0,-,,,SLT orf 129-like protein,YP_500523.1
SAOUHSC_02028,NC_007795.1,1931080.0,1932903.0,-,,,phiETA ORF57-like protein,YP_500524.1
SAOUHSC_02029,NC_007795.1,1932903.0,1934813.0,-,,,phi ETA orf 56-like protein,YP_500525.1
SAOUHSC_02030,NC_007795.1,1934828.0,1936729.0,-,,,phi ETA orf 55-like protein,YP_500526.1
SAOUHSC_02031,NC_007795.1,1936738.0,1937685.0,-,,,hypothetical protein,YP_500527.1
SAOUHSC_02033,NC_007795.1,1937698.0,1941165.0,-,,,phage tape measure protein,YP_500528.1
SAOUHSC_02034,NC_007795.1,1941182.0,1941526.0,-,,,hypothetical protein,YP_500529.1
SAOUHSC_02035,NC_007795.1,1941556.0,1941921.0,-,,,hypothetical protein,YP_500530.1
SAOUHSC_02036,NC_007795.1,1941983.0,1942564.0,-,,,phage structural protein,YP_500531.1
SAOUHSC_02037,NC_007795.1,1942583.0,1942966.0,-,,,hypothetical protein,YP_500532.1
SAOUHSC_02038,NC_007795.1,1942978.0,1943325.0,-,,,HK97 family phage protein,YP_500533.1
SAOUHSC_02040,NC_007795.1,1943325.0,1943627.0,-,,,hypothetical protein,YP_500534.1
SAOUHSC_02041,NC_007795.1,1943624.0,1943956.0,-,,,phi Mu50B-like protein,YP_500535.1
SAOUHSC_02042,NC_007795.1,1943965.0,1944252.0,-,,,phi Mu50B-like protein,YP_500536.1
SAOUHSC_02043,NC_007795.1,1944274.0,1945248.0,-,,,phage head protein,YP_500537.1
SAOUHSC_02044,NC_007795.1,1945262.0,1945882.0,-,,,hypothetical protein,YP_500538.1
SAOUHSC_02046,NC_007795.1,1945991.0,1946161.0,-,,,hypothetical protein,YP_500539.1
SAOUHSC_02047,NC_007795.1,1946234.0,1947229.0,-,,,phage head morphogenesis protein,YP_500540.1
SAOUHSC_02048,NC_007795.1,1947236.0,1948771.0,-,,,SPP1 family phage portal protein,YP_500541.1
SAOUHSC_02049,NC_007795.1,1948782.0,1950059.0,-,,,PBSX family phage terminase large subunit,YP_500542.1
SAOUHSC_02050,NC_007795.1,1950046.0,1950486.0,-,,,terminase small subunit,YP_500543.1
SAOUHSC_02051,NC_007795.1,1950673.0,1951095.0,-,,,int gene activator RinA,YP_500544.1
SAOUHSC_02052,NC_007795.1,1951119.0,1951265.0,-,,,hypothetical protein,YP_500545.1
SAOUHSC_02053,NC_007795.1,1951266.0,1951454.0,-,,,transcriptional activator rinb-like protein,YP_500546.1
SAOUHSC_02054,NC_007795.1,1951442.0,1951642.0,-,,,hypothetical protein,YP_500547.1
SAOUHSC_02055,NC_007795.1,1951617.0,1951805.0,-,,,hypothetical protein,YP_500548.1
SAOUHSC_02056,NC_007795.1,1951802.0,1952047.0,-,,,hypothetical protein,YP_500549.1
SAOUHSC_02057,NC_007795.1,1952084.0,1952620.0,-,,,dUTP pyrophosphatase,YP_500550.1
SAOUHSC_02058,NC_007795.1,1952586.0,1952828.0,-,,,hypothetical protein,YP_500551.1
SAOUHSC_02059,NC_007795.1,1952825.0,1953070.0,-,,,phi PVL orf 52-like protein,YP_500552.1
SAOUHSC_02060,NC_007795.1,1953085.0,1953333.0,-,,,phi PVL orf 51-like protein,YP_500553.1
SAOUHSC_02061,NC_007795.1,1953334.0,1953693.0,-,,,phi PVL orf 50-like protein,YP_500554.1
